snapshot_date,branch_code,item_no,on_hand_qty,allocated_qty,on_order_qty,backorder_qty,unit_cost,inventory_value
2026-07-31,RL-JCB,RF-4002,338,0,117,38,37.65,12725.70
2026-07-31,RL-JCB,RF-4010,335,0,271,0,21.50,7202.50
2026-07-31,RL-JCB,RF-4011,392,0,0,0,78.85,30909.20
2026-07-31,RL-JCB,RF-4020,3138,135,0,0,1.69,5303.22
2026-07-31,RL-JCB,PT-5001,908,0,0,0,32.20,29237.60
2026-07-31,RL-JCB,PT-5002,570,0,0,0,23.70,13509.00
2026-07-31,RL-JCB,PT-5010,1986,273,314,0,9.05,17973.30
2026-07-31,RL-JCB,PT-5011,612,88,0,0,13.25,8109.00
2026-07-31,RL-JCB,DW-6001,266,28,0,0,64.10,17050.60
2026-07-31,RL-JCB,DW-6002,137,0,55,0,208.10,28509.70
2026-07-31,RL-JCB,DW-6010,198,0,31,0,224.60,44470.80
2026-07-31,RL-JCB,SX-7001,412,0,0,0,68.05,28036.60
2026-07-31,RL-JCB,SX-7010,891,0,0,0,10.65,9489.15
2026-07-31,RL-JCB,TL-9001,1189,21,365,0,4.50,5350.50
2026-07-31,RL-JCB,TL-9002,1126,0,0,123,6.40,7206.40
2026-08-31,RL-BRI,RM-1001,7045,1021,0,0,2.86,20148.70
2026-08-31,RL-BRI,RM-1002,2455,499,0,512,4.95,12152.25
2026-08-31,RL-BRI,RM-1003,1166,0,0,0,8.25,9619.50
2026-08-31,RL-BRI,RM-1010,1647,0,869,0,13.50,22234.50
2026-08-31,RL-BRI,RM-1011,2117,0,0,0,17.95,38000.15
2026-08-31,RL-BRI,RM-1020,1257,66,0,0,4.05,5090.85
2026-08-31,RL-BRI,RM-1021,341,0,158,0,28.10,9582.10
2026-08-31,RL-BRI,RM-1022,1083,0,0,0,6.45,6985.35
2026-08-31,RL-BRI,FS-2001,1756,122,770,0,20.60,36173.60
2026-08-31,RL-BRI,FS-2002,2043,0,0,49,23.60,48214.80
2026-08-31,RL-BRI,FS-2010,7372,387,0,0,1.33,9804.76
2026-08-31,RL-BRI,FS-2011,566,21,0,0,34.90,19753.40
2026-08-31,RL-BRI,CM-3001,4311,0,388,0,4.95,21339.45
2026-08-31,RL-BRI,CM-3002,1607,0,0,0,3.90,6267.30
2026-08-31,RL-BRI,CM-3010,755,1,0,0,9.30,7021.50
2026-08-31,RL-BRI,CM-3020,700,0,545,27,10.25,7175.00
2026-08-31,RL-BRI,RF-4001,1902,99,1217,0,27.90,53065.80
2026-08-31,RL-BRI,RF-4002,602,99,246,0,37.65,22665.30
2026-08-31,RL-BRI,RF-4010,581,58,174,137,21.50,12491.50
2026-08-31,RL-BRI,RF-4011,445,0,0,0,78.85,35088.25
2026-08-31,RL-BRI,RF-4020,4653,0,1505,0,1.69,7863.57
2026-08-31,RL-BRI,PT-5001,780,0,0,0,32.20,25116.00
2026-08-31,RL-BRI,PT-5002,807,0,0,0,23.70,19125.90
2026-08-31,RL-BRI,PT-5010,3775,0,1378,0,9.05,34163.75
2026-08-31,RL-BRI,PT-5011,541,107,0,0,13.25,7168.25
2026-08-31,RL-BRI,DW-6001,281,1,0,0,64.10,18012.10
2026-08-31,RL-BRI,DW-6002,127,4,0,0,208.10,26428.70
2026-08-31,RL-BRI,DW-6010,278,67,0,0,224.60,62438.80
2026-08-31,RL-BRI,SX-7001,327,0,0,0,68.05,22252.35
2026-08-31,RL-BRI,SX-7010,1149,0,0,221,10.65,12236.85
2026-08-31,RL-BRI,TL-9001,2784,68,0,190,4.50,12528.00
2026-08-31,RL-BRI,TL-9002,1797,147,478,0,6.40,11500.80
2026-08-31,RL-KPT,RM-1001,2835,667,0,0,2.86,8108.10
2026-08-31,RL-KPT,RM-1002,1354,0,0,0,4.95,6702.30
2026-08-31,RL-KPT,RM-1003,843,49,0,121,8.25,6954.75
2026-08-31,RL-KPT,RM-1010,1052,0,0,0,13.50,14202.00
2026-08-31,RL-KPT,RM-1011,1506,86,265,0,17.95,27032.70
2026-08-31,RL-KPT,RM-1020,1216,79,0,0,4.05,4924.80
2026-08-31,RL-KPT,RM-1021,340,0,129,0,28.10,9554.00
2026-08-31,RL-KPT,RM-1022,1052,162,0,0,6.45,6785.40
2026-08-31,RL-KPT,FS-2001,1051,0,0,0,20.60,21650.60
2026-08-31,RL-KPT,FS-2002,1619,26,0,0,23.60,38208.40
2026-08-31,RL-KPT,FS-2010,6166,655,918,0,1.33,8200.78
2026-08-31,RL-KPT,FS-2011,201,0,98,37,34.90,7014.90
2026-08-31,RL-KPT,CM-3001,3331,0,0,64,4.95,16488.45
2026-08-31,RL-KPT,CM-3002,1700,0,0,110,3.90,6630.00
2026-08-31,RL-KPT,CM-3010,638,26,0,0,9.30,5933.40
2026-08-31,RL-KPT,CM-3020,729,0,0,0,10.25,7472.25
2026-08-31,RL-KPT,RF-4001,1421,256,0,0,27.90,39645.90
2026-08-31,RL-KPT,RF-4002,453,5,0,0,37.65,17055.45
2026-08-31,RL-KPT,RF-4010,678,14,367,0,21.50,14577.00
2026-08-31,RL-KPT,RF-4011,362,27,0,50,78.85,28543.70
2026-08-31,RL-KPT,RF-4020,1574,0,1004,0,1.69,2660.06
2026-08-31,RL-KPT,PT-5001,888,95,115,21,32.20,28593.60
2026-08-31,RL-KPT,PT-5002,422,0,0,0,23.70,10001.40
2026-08-31,RL-KPT,PT-5010,1999,0,0,0,9.05,18090.95
2026-08-31,RL-KPT,PT-5011,498,49,0,79,13.25,6598.50
2026-08-31,RL-KPT,DW-6001,324,0,0,0,64.10,20768.40
2026-08-31,RL-KPT,DW-6002,80,0,0,0,208.10,16648.00
2026-08-31,RL-KPT,DW-6010,145,21,0,0,224.60,32567.00
2026-08-31,RL-KPT,SX-7001,239,0,0,26,68.05,16263.95
2026-08-31,RL-KPT,SX-7010,650,0,0,0,10.65,6922.50
2026-08-31,RL-KPT,TL-9001,2952,528,0,0,4.50,13284.00
2026-08-31,RL-KPT,TL-9002,1626,1,847,228,6.40,10406.40
2026-08-31,RL-JCB,RM-1001,1633,0,0,0,2.86,4670.38
2026-08-31,RL-JCB,RM-1002,1440,0,0,0,4.95,7128.00
2026-08-31,RL-JCB,RM-1003,640,0,0,0,8.25,5280.00
2026-08-31,RL-JCB,RM-1010,1478,218,0,0,13.50,19953.00
2026-08-31,RL-JCB,RM-1011,737,0,246,0,17.95,13229.15
2026-08-31,RL-JCB,RM-1020,409,29,216,0,4.05,1656.45
2026-08-31,RL-JCB,RM-1021,160,13,97,0,28.10,4496.00
2026-08-31,RL-JCB,RM-1022,1162,0,0,0,6.45,7494.90
2026-08-31,RL-JCB,FS-2001,1129,4,0,0,20.60,23257.40
2026-08-31,RL-JCB,FS-2002,600,148,0,88,23.60,14160.00
2026-08-31,RL-JCB,FS-2010,3138,0,0,109,1.33,4173.54
2026-08-31,RL-JCB,FS-2011,136,23,114,0,34.90,4746.40
2026-08-31,RL-JCB,CM-3001,1221,0,0,0,4.95,6043.95
2026-08-31,RL-JCB,CM-3002,1152,197,0,0,3.90,4492.80
2026-08-31,RL-JCB,CM-3010,409,0,0,0,9.30,3803.70
2026-08-31,RL-JCB,CM-3020,354,86,0,0,10.25,3628.50
2026-08-31,RL-JCB,RF-4001,1600,0,0,0,27.90,44640.00
2026-08-31,RL-JCB,RF-4002,346,0,0,0,37.65,13026.90
2026-08-31,RL-JCB,RF-4010,720,0,85,0,21.50,15480.00
2026-08-31,RL-JCB,RF-4011,246,0,90,0,78.85,19397.10
2026-08-31,RL-JCB,RF-4020,2198,279,0,103,1.69,3714.62
2026-08-31,RL-JCB,PT-5001,969,11,0,0,32.20,31201.80
2026-08-31,RL-JCB,PT-5002,268,0,0,0,23.70,6351.60
2026-08-31,RL-JCB,PT-5010,992,0,666,76,9.05,8977.60
2026-08-31,RL-JCB,PT-5011,644,0,0,0,13.25,8533.00
2026-08-31,RL-JCB,DW-6001,253,57,105,0,64.10,16217.30
2026-08-31,RL-JCB,DW-6002,145,0,0,0,208.10,30174.50
2026-08-31,RL-JCB,DW-6010,75,7,0,0,224.60,16845.00
2026-08-31,RL-JCB,SX-7001,382,0,0,0,68.05,25995.10
2026-08-31,RL-JCB,SX-7010,496,0,0,60,10.65,5282.40
2026-08-31,RL-JCB,TL-9001,2097,0,0,0,4.50,9436.50
2026-08-31,RL-JCB,TL-9002,943,219,0,0,6.40,6035.20
