invoice_no,line_no,invoice_date,order_no,customer_no,branch_code,item_no,uom,invoiced_qty,unit_price,unit_cost,freight_amt,tax_amt
INV-50080,2,2026-02-08,SO-10084,CT-1005,RL-KPT,RF-4020,LF,2,2.35,1.69,0.00,0.00
INV-50080,3,2026-02-08,SO-10084,CT-1005,RL-KPT,PT-5002,EA,1,30.83,23.70,0.00,0.00
INV-50080,4,2026-02-08,SO-10084,CT-1005,RL-KPT,RM-1021,EA,1,36.05,28.10,0.00,0.00
INV-50081,1,2026-02-06,SO-10085,CT-1004,RL-BRI,RF-4020,LF,2,2.35,1.69,0.00,0.00
INV-50081,2,2026-02-06,SO-10085,CT-1004,RL-BRI,SX-7010,EA,1,13.35,10.65,0.00,0.00
INV-50081,3,2026-02-06,SO-10085,CT-1004,RL-BRI,DW-6001,EA,1,82.01,64.10,0.00,0.00
INV-50081,4,2026-02-06,SO-10085,CT-1004,RL-BRI,PT-5002,EA,1,31.58,23.70,0.00,0.00
INV-50082,1,2026-02-07,SO-10086,CT-1008,RL-BRI,PT-5010,EA,1,11.80,9.05,0.00,0.00
INV-50082,2,2026-02-07,SO-10086,CT-1008,RL-BRI,RF-4010,RL,1,29.20,21.50,0.00,0.00
INV-50082,3,2026-02-07,SO-10086,CT-1008,RL-BRI,RF-4002,BNDL,1,50.27,37.65,0.00,0.00
INV-50082,4,2026-02-07,SO-10086,CT-1008,RL-BRI,FS-2001,BX,2,27.92,20.60,0.00,0.00
INV-50083,1,2026-02-11,SO-10087,BL-3001,RL-JCB,TL-9001,EA,1,5.82,4.50,0.00,0.00
INV-50083,2,2026-02-11,SO-10087,BL-3001,RL-JCB,FS-2001,BX,1,24.88,20.60,0.00,0.00
INV-50083,3,2026-02-11,SO-10087,BL-3001,RL-JCB,RF-4011,RL,1,98.64,78.85,0.00,0.00
INV-50083,4,2026-02-11,SO-10087,BL-3001,RL-JCB,TL-9002,EA,1,8.23,6.40,0.00,0.00
INV-50083,5,2026-02-11,SO-10087,BL-3001,RL-JCB,PT-5010,EA,1,11.26,9.05,0.00,0.00
INV-50084,1,2026-02-07,SO-10088,CT-1005,RL-JCB,TL-9001,EA,1,6.01,4.50,0.00,0.00
INV-50084,2,2026-02-07,SO-10088,CT-1005,RL-JCB,PT-5011,BG,1,16.62,13.25,0.00,0.00
INV-50084,3,2026-02-07,SO-10088,CT-1005,RL-JCB,RM-1022,EA,1,8.43,6.45,0.00,0.00
INV-50084,4,2026-02-07,SO-10088,CT-1005,RL-JCB,DW-6002,EA,1,282.50,208.10,0.00,0.00
INV-50085,1,2026-02-09,SO-10089,CT-1008,RL-JCB,RF-4020,LF,3,2.24,1.69,0.00,0.00
INV-50085,2,2026-02-09,SO-10089,CT-1008,RL-JCB,PT-5002,EA,1,31.85,23.70,0.00,0.00
INV-50086,1,2026-02-09,SO-10090,CT-1005,RL-KPT,CM-3002,BG,2,5.12,3.90,0.00,0.00
INV-50086,2,2026-02-09,SO-10090,CT-1005,RL-KPT,RF-4002,BNDL,1,49.91,37.65,0.00,0.00
INV-50086,3,2026-02-09,SO-10090,CT-1005,RL-KPT,DW-6001,EA,1,87.26,64.10,0.00,0.00
INV-50087,1,2026-02-08,SO-10091,CT-1005,RL-BRI,RF-4002,BNDL,1,47.79,37.65,0.00,0.00
INV-50087,2,2026-02-08,SO-10091,CT-1005,RL-BRI,CM-3020,EA,1,13.58,10.25,0.00,0.00
INV-50087,3,2026-02-08,SO-10091,CT-1005,RL-BRI,CM-3010,BG,1,12.54,9.30,0.00,0.00
INV-50087,4,2026-02-08,SO-10091,CT-1005,RL-BRI,RM-1021,EA,1,38.76,28.10,0.00,0.00
INV-50088,1,2026-02-09,SO-10092,CT-1003,RL-BRI,RM-1020,EA,2,5.45,4.05,0.00,0.00
INV-50088,2,2026-02-09,SO-10092,CT-1003,RL-BRI,RM-1003,EA,2,11.27,8.25,0.00,0.00
INV-50089,1,2026-02-09,SO-10093,CT-1003,RL-JCB,RM-1001,EA,3,3.95,2.86,0.00,0.00
INV-50089,2,2026-02-09,SO-10093,CT-1003,RL-JCB,PT-5001,EA,1,42.71,32.20,0.00,0.00
INV-50089,3,2026-02-09,SO-10093,CT-1003,RL-JCB,TL-9002,EA,1,8.46,6.40,0.00,0.00
INV-50089,4,2026-02-09,SO-10093,CT-1003,RL-JCB,RF-4002,BNDL,1,47.92,37.65,0.00,0.00
INV-50090,1,2026-02-09,SO-10094,RT-2003,RL-BRI,DW-6001,EA,1,89.00,64.10,0.00,8.68
INV-50090,2,2026-02-09,SO-10094,RT-2003,RL-BRI,RM-1020,EA,1,5.60,4.05,0.00,0.55
INV-50090,3,2026-02-09,SO-10094,RT-2003,RL-BRI,FS-2001,BX,1,28.50,20.60,0.00,2.78
INV-50091,1,2026-02-08,SO-10095,RT-2002,RL-BRI,PT-5010,EA,2,12.60,9.05,0.00,2.46
INV-50091,2,2026-02-08,SO-10095,RT-2002,RL-BRI,RF-4011,RL,1,109.50,78.85,0.00,10.68
INV-50091,3,2026-02-08,SO-10095,RT-2002,RL-BRI,RF-4011,RL,1,109.50,78.85,0.00,10.68
INV-50092,1,2026-02-10,SO-10096,RT-2002,RL-KPT,TL-9001,EA,2,6.25,4.50,0.00,1.22
INV-50092,2,2026-02-10,SO-10096,RT-2002,RL-KPT,CM-3002,BG,2,5.40,3.90,0.00,1.05
INV-50093,1,2026-02-08,SO-10097,RT-2001,RL-KPT,CM-3001,BG,3,6.85,4.95,0.00,2.00
INV-50093,2,2026-02-08,SO-10097,RT-2001,RL-KPT,RF-4020,LF,4,2.35,1.69,0.00,0.92
INV-50093,3,2026-02-08,SO-10097,RT-2001,RL-KPT,CM-3002,BG,2,5.40,3.90,0.00,1.05
INV-50094,1,2026-02-08,SO-10098,RT-2002,RL-JCB,RF-4011,RL,1,109.50,78.85,0.00,10.68
INV-50094,2,2026-02-08,SO-10098,RT-2002,RL-JCB,RM-1001,EA,5,3.98,2.86,0.00,1.94
INV-50095,1,2026-02-13,SO-10099,CT-1007,RL-BRI,RM-1003,EA,1,10.41,8.25,0.00,0.00
INV-50096,1,2026-02-11,SO-10100,CT-1007,RL-BRI,PT-5002,EA,1,30.90,23.70,0.00,0.00
INV-50096,2,2026-02-11,SO-10100,CT-1007,RL-BRI,FS-2001,BX,1,25.66,20.60,0.00,0.00
INV-50096,3,2026-02-11,SO-10100,CT-1007,RL-BRI,RM-1002,EA,6,6.66,4.95,0.00,0.00
INV-50096,4,2026-02-11,SO-10100,CT-1007,RL-BRI,DW-6010,EA,1,288.52,224.60,0.00,0.00
INV-50097,1,2026-02-11,SO-10101,CT-1003,RL-BRI,RM-1011,EA,1,24.16,17.95,0.00,0.00
INV-50097,2,2026-02-11,SO-10101,CT-1003,RL-BRI,RM-1010,EA,1,17.89,13.50,0.00,0.00
INV-50097,3,2026-02-11,SO-10101,CT-1003,RL-BRI,RM-1010,EA,2,17.31,13.50,0.00,0.00
INV-50097,4,2026-02-11,SO-10101,CT-1003,RL-BRI,RF-4020,LF,4,2.31,1.69,0.00,0.00
INV-50098,1,2026-02-11,SO-10102,CT-1004,RL-BRI,FS-2011,EA,1,46.05,34.90,0.00,0.00
INV-50098,2,2026-02-11,SO-10102,CT-1004,RL-BRI,PT-5002,EA,1,32.20,23.70,0.00,0.00
INV-50098,3,2026-02-11,SO-10102,CT-1004,RL-BRI,RF-4020,LF,4,2.19,1.69,0.00,0.00
INV-50098,4,2026-02-11,SO-10102,CT-1004,RL-BRI,FS-2011,EA,1,47.77,34.90,0.00,0.00
INV-50098,5,2026-02-11,SO-10102,CT-1004,RL-BRI,RF-4011,RL,1,103.62,78.85,0.00,0.00
INV-50099,1,2026-02-12,SO-10103,CT-1001,RL-KPT,RM-1020,EA,2,5.09,4.05,0.00,0.00
INV-50099,2,2026-02-12,SO-10103,CT-1001,RL-KPT,CM-3001,BG,1,6.58,4.95,0.00,0.00
INV-50099,3,2026-02-12,SO-10103,CT-1001,RL-KPT,RM-1003,EA,2,11.13,8.25,0.00,0.00
INV-50099,4,2026-02-12,SO-10103,CT-1001,RL-KPT,CM-3002,BG,1,5.04,3.90,0.00,0.00
INV-50099,5,2026-02-12,SO-10103,CT-1001,RL-KPT,RM-1001,EA,3,3.88,2.86,0.00,0.00
INV-50100,1,2026-02-15,SO-10104,CT-1008,RL-JCB,PT-5002,EA,1,32.51,23.70,0.00,0.00
INV-50100,2,2026-02-15,SO-10104,CT-1008,RL-JCB,SX-7010,EA,1,14.01,10.65,0.00,0.00
INV-50101,1,2026-02-20,SO-10105,CT-1006,RL-JCB,DW-6002,EA,1,266.75,208.10,0.00,0.00
INV-50101,2,2026-02-20,SO-10105,CT-1006,RL-JCB,CM-3020,EA,1,13.80,10.25,0.00,0.00
INV-50101,3,2026-02-20,SO-10105,CT-1006,RL-JCB,RF-4001,BNDL,2,37.68,27.90,0.00,0.00
INV-50101,4,2026-02-20,SO-10105,CT-1006,RL-JCB,TL-9002,EA,1,8.32,6.40,0.00,0.00
INV-50102,1,2026-02-12,SO-10106,CT-1003,RL-KPT,RM-1011,EA,2,24.31,17.95,0.00,0.00
INV-50102,2,2026-02-12,SO-10106,CT-1003,RL-KPT,DW-6002,EA,1,262.06,208.10,0.00,0.00
INV-50102,3,2026-02-12,SO-10106,CT-1003,RL-KPT,FS-2002,BX,1,30.70,23.60,0.00,0.00
INV-50102,4,2026-02-12,SO-10106,CT-1003,RL-KPT,TL-9001,EA,1,5.88,4.50,0.00,0.00
INV-50102,5,2026-02-12,SO-10106,CT-1003,RL-KPT,RM-1002,EA,3,6.83,4.95,0.00,0.00
INV-50103,1,2026-02-13,SO-10107,CT-1001,RL-KPT,RF-4001,BNDL,3,36.41,27.90,0.00,0.00
INV-50104,1,2026-02-13,SO-10108,CT-1007,RL-KPT,RM-1003,EA,1,10.89,8.25,0.00,0.00
INV-50104,2,2026-02-13,SO-10108,CT-1007,RL-KPT,RM-1010,EA,3,17.03,13.50,0.00,0.00
INV-50105,1,2026-02-14,SO-10109,CT-1007,RL-KPT,TL-9001,EA,1,6.05,4.50,0.00,0.00
INV-50106,1,2026-02-14,SO-10111,BL-3001,RL-BRI,CM-3010,BG,1,11.89,9.30,0.00,0.00
INV-50107,1,2026-02-15,SO-10112,BL-3002,RL-BRI,PT-5011,BG,1,16.80,13.25,0.00,0.00
INV-50107,2,2026-02-15,SO-10112,BL-3002,RL-BRI,RM-1020,EA,2,4.93,4.05,0.00,0.00
INV-50107,3,2026-02-15,SO-10112,BL-3002,RL-BRI,RM-1011,EA,1,22.83,17.95,0.00,0.00
INV-50108,1,2026-02-17,SO-10113,CT-1003,RL-KPT,RF-4002,BNDL,1,49.32,37.65,0.00,0.00
INV-50109,1,2026-02-16,SO-10114,BL-3001,RL-KPT,RM-1001,EA,4,3.45,2.86,0.00,0.00
INV-50110,1,2026-02-21,SO-10115,RT-2001,RL-KPT,RF-4002,BNDL,1,52.30,37.65,0.00,5.10
INV-50110,2,2026-02-21,SO-10115,RT-2001,RL-KPT,RM-1011,EA,1,24.90,17.95,0.00,2.43
INV-50111,1,2026-02-18,SO-10116,RT-2002,RL-KPT,PT-5011,BG,1,18.40,13.25,0.00,1.79
INV-50111,2,2026-02-18,SO-10116,RT-2002,RL-KPT,PT-5001,EA,1,44.75,32.20,0.00,4.36
INV-50111,3,2026-02-18,SO-10116,RT-2002,RL-KPT,FS-2001,BX,1,28.50,20.60,0.00,2.78
INV-50111,4,2026-02-18,SO-10116,RT-2002,RL-KPT,CM-3001,BG,3,6.85,4.95,0.00,2.00
INV-50112,1,2026-02-17,SO-10117,RT-2002,RL-BRI,DW-6001,EA,1,89.00,64.10,0.00,8.68
INV-50112,2,2026-02-17,SO-10117,RT-2002,RL-BRI,CM-3001,BG,4,6.85,4.95,0.00,2.67
INV-50112,3,2026-02-17,SO-10117,RT-2002,RL-BRI,RM-1002,EA,6,6.85,4.95,0.00,4.01
INV-50112,4,2026-02-17,SO-10117,RT-2002,RL-BRI,CM-3002,BG,1,5.40,3.90,0.00,0.53
INV-50113,1,2026-02-19,SO-10118,CT-1002,RL-JCB,DW-6010,EA,1,311.71,224.60,0.00,0.00
INV-50113,2,2026-02-19,SO-10118,CT-1002,RL-JCB,TL-9001,EA,1,6.20,4.50,0.00,0.00
INV-50113,3,2026-02-19,SO-10118,CT-1002,RL-JCB,DW-6002,EA,1,270.49,208.10,0.00,0.00
INV-50113,4,2026-02-19,SO-10118,CT-1002,RL-JCB,RM-1020,EA,1,5.41,4.05,0.00,0.00
INV-50114,1,2026-02-20,SO-10119,CT-1003,RL-KPT,RM-1021,EA,1,37.03,28.10,0.00,0.00
INV-50114,2,2026-02-20,SO-10119,CT-1003,RL-KPT,CM-3010,BG,1,12.61,9.30,0.00,0.00
INV-50114,3,2026-02-20,SO-10119,CT-1003,RL-KPT,FS-2002,BX,1,30.84,23.60,0.00,0.00
INV-50114,4,2026-02-20,SO-10119,CT-1003,RL-KPT,RM-1020,EA,1,5.12,4.05,0.00,0.00
INV-50115,1,2026-02-20,SO-10120,CT-1005,RL-BRI,RF-4020,LF,1,2.28,1.69,0.00,0.00
INV-50115,2,2026-02-20,SO-10120,CT-1005,RL-BRI,RM-1002,EA,4,6.63,4.95,0.00,0.00
INV-50115,3,2026-02-20,SO-10120,CT-1005,RL-BRI,FS-2010,EA,5,1.76,1.33,0.00,0.00
INV-50115,4,2026-02-20,SO-10120,CT-1005,RL-BRI,FS-2010,EA,2,1.75,1.33,0.00,0.00
INV-50116,1,2026-02-18,SO-10121,CT-1007,RL-KPT,DW-6010,EA,1,287.22,224.60,0.00,0.00
INV-50116,2,2026-02-18,SO-10121,CT-1007,RL-KPT,RM-1011,EA,2,23.75,17.95,0.00,0.00
INV-50116,3,2026-02-18,SO-10121,CT-1007,RL-KPT,PT-5010,EA,1,11.67,9.05,0.00,0.00
INV-50116,4,2026-02-18,SO-10121,CT-1007,RL-KPT,TL-9002,EA,1,8.54,6.40,0.00,0.00
INV-50117,1,2026-02-20,SO-10122,CT-1007,RL-KPT,RM-1020,EA,1,5.17,4.05,0.00,0.00
INV-50117,2,2026-02-20,SO-10122,CT-1007,RL-KPT,RM-1022,EA,1,8.51,6.45,0.00,0.00
INV-50117,3,2026-02-20,SO-10122,CT-1007,RL-KPT,DW-6002,EA,1,272.33,208.10,0.00,0.00
INV-50117,4,2026-02-20,SO-10122,CT-1007,RL-KPT,TL-9002,EA,1,8.58,6.40,0.00,0.00
INV-50118,1,2026-02-18,SO-10123,CT-1003,RL-KPT,RM-1001,EA,5,3.73,2.86,0.00,0.00
INV-50118,2,2026-02-18,SO-10123,CT-1003,RL-KPT,TL-9002,EA,1,8.64,6.40,0.00,0.00
INV-50119,1,2026-02-18,SO-10124,CT-1008,RL-KPT,RF-4010,RL,1,29.13,21.50,0.00,0.00
INV-50120,1,2026-02-20,SO-10125,CT-1008,RL-KPT,RM-1003,EA,2,10.51,8.25,0.00,0.00
INV-50121,1,2026-02-19,SO-10126,CT-1002,RL-KPT,RM-1022,EA,2,8.78,6.45,0.00,0.00
INV-50122,1,2026-02-20,SO-10127,BL-3002,RL-KPT,PT-5002,EA,1,28.74,23.70,0.00,0.00
INV-50122,2,2026-02-20,SO-10127,BL-3002,RL-KPT,RF-4010,RL,1,27.77,21.50,0.00,0.00
INV-50122,3,2026-02-20,SO-10127,BL-3002,RL-KPT,RM-1021,EA,1,34.73,28.10,0.00,0.00
INV-50122,4,2026-02-20,SO-10127,BL-3002,RL-KPT,RM-1010,EA,4,16.32,13.50,0.00,0.00
INV-50122,5,2026-02-20,SO-10127,BL-3002,RL-KPT,FS-2001,BX,1,26.40,20.60,0.00,0.00
INV-50123,1,2026-02-19,SO-10128,CT-1007,RL-KPT,DW-6001,EA,1,88.43,64.10,0.00,0.00
INV-50123,2,2026-02-19,SO-10128,CT-1007,RL-KPT,PT-5010,EA,1,12.07,9.05,0.00,0.00
INV-50123,3,2026-02-19,SO-10128,CT-1007,RL-KPT,RM-1020,EA,1,5.41,4.05,0.00,0.00
INV-50123,4,2026-02-19,SO-10128,CT-1007,RL-KPT,PT-5002,EA,1,30.92,23.70,0.00,0.00
INV-50124,1,2026-02-23,SO-10129,CT-1004,RL-KPT,RM-1010,EA,1,18.44,13.50,0.00,0.00
INV-50124,2,2026-02-23,SO-10129,CT-1004,RL-KPT,RM-1002,EA,2,6.47,4.95,0.00,0.00
INV-50124,3,2026-02-23,SO-10129,CT-1004,RL-KPT,RM-1001,EA,8,3.98,2.86,0.00,0.00
INV-50125,1,2026-02-20,SO-10130,CT-1003,RL-JCB,FS-2010,EA,1,1.80,1.33,0.00,0.00
INV-50125,2,2026-02-20,SO-10130,CT-1003,RL-JCB,CM-3010,BG,1,11.73,9.30,0.00,0.00
INV-50125,3,2026-02-20,SO-10130,CT-1003,RL-JCB,CM-3002,BG,1,4.98,3.90,0.00,0.00
INV-50126,1,2026-02-21,SO-10131,CT-1008,RL-BRI,RM-1021,EA,1,36.17,28.10,0.00,0.00
INV-50126,2,2026-02-21,SO-10131,CT-1008,RL-BRI,PT-5011,BG,1,16.80,13.25,0.00,0.00
INV-50126,3,2026-02-21,SO-10131,CT-1008,RL-BRI,FS-2002,BX,1,31.47,23.60,0.00,0.00
INV-50126,4,2026-02-21,SO-10131,CT-1008,RL-BRI,FS-2010,EA,4,1.78,1.33,0.00,0.00
INV-50127,1,2026-02-21,SO-10132,CT-1007,RL-KPT,PT-5011,BG,1,18.02,13.25,0.00,0.00
INV-50128,1,2026-02-23,SO-10133,CT-1004,RL-BRI,RM-1002,EA,6,6.37,4.95,0.00,0.00
INV-50128,2,2026-02-23,SO-10133,CT-1004,RL-BRI,CM-3001,BG,5,6.20,4.95,0.00,0.00
INV-50128,3,2026-02-23,SO-10133,CT-1004,RL-BRI,CM-3020,EA,1,13.54,10.25,0.00,0.00
INV-50128,4,2026-02-23,SO-10133,CT-1004,RL-BRI,RM-1011,EA,2,24.87,17.95,0.00,0.00
INV-50128,5,2026-02-23,SO-10133,CT-1004,RL-BRI,RF-4020,LF,2,2.25,1.69,0.00,0.00
INV-50129,1,2026-02-23,SO-10134,RT-2001,RL-JCB,RM-1003,EA,1,11.40,8.25,0.00,1.11
INV-50130,1,2026-02-23,SO-10135,RT-2002,RL-KPT,RF-4011,RL,1,109.50,78.85,0.00,10.68
INV-50130,2,2026-02-23,SO-10135,RT-2002,RL-KPT,FS-2002,BX,1,32.75,23.60,0.00,3.19
INV-50130,3,2026-02-23,SO-10135,RT-2002,RL-KPT,RM-1011,EA,1,24.90,17.95,0.00,2.43
INV-50130,4,2026-02-23,SO-10135,RT-2002,RL-KPT,CM-3020,EA,1,14.25,10.25,0.00,1.39
INV-50131,1,2026-02-23,SO-10136,RT-2002,RL-KPT,FS-2001,BX,1,28.50,20.60,0.00,2.78
INV-50131,2,2026-02-23,SO-10136,RT-2002,RL-KPT,PT-5002,EA,1,32.90,23.70,0.00,3.21
INV-50131,3,2026-02-23,SO-10136,RT-2002,RL-KPT,RF-4001,BNDL,1,38.75,27.90,0.00,3.78
INV-50132,1,2026-02-22,SO-10137,RT-2002,RL-KPT,RM-1011,EA,1,24.90,17.95,0.00,2.43
INV-50133,1,2026-02-24,SO-10138,CT-1008,RL-JCB,CM-3010,BG,1,12.72,9.30,0.00,0.00
INV-50133,2,2026-02-24,SO-10138,CT-1008,RL-JCB,RM-1001,EA,1,3.73,2.86,0.00,0.00
INV-50134,1,2026-02-26,SO-10139,CT-1003,RL-BRI,RM-1011,EA,2,24.09,17.95,0.00,0.00
INV-50134,2,2026-02-26,SO-10139,CT-1003,RL-BRI,RM-1010,EA,2,18.72,13.50,0.00,0.00
INV-50134,3,2026-02-26,SO-10139,CT-1003,RL-BRI,DW-6001,EA,1,82.61,64.10,0.00,0.00
INV-50134,4,2026-02-26,SO-10139,CT-1003,RL-BRI,RF-4011,RL,1,98.64,78.85,0.00,0.00
INV-50135,1,2026-02-28,SO-10140,CT-1005,RL-KPT,CM-3001,BG,3,6.71,4.95,0.00,0.00
INV-50135,2,2026-02-28,SO-10140,CT-1005,RL-KPT,FS-2002,BX,1,30.24,23.60,0.00,0.00
INV-50135,3,2026-02-28,SO-10140,CT-1005,RL-KPT,PT-5002,EA,1,29.64,23.70,0.00,0.00
INV-50135,4,2026-02-28,SO-10140,CT-1005,RL-KPT,PT-5001,EA,1,44.07,32.20,0.00,0.00
INV-50135,5,2026-02-28,SO-10140,CT-1005,RL-KPT,RF-4011,RL,1,101.16,78.85,0.00,0.00
INV-50136,1,2026-02-28,SO-10141,CT-1008,RL-JCB,PT-5010,EA,1,12.07,9.05,0.00,0.00
INV-50136,2,2026-02-28,SO-10141,CT-1008,RL-JCB,FS-2001,BX,1,27.34,20.60,0.00,0.00
INV-50136,3,2026-02-28,SO-10141,CT-1008,RL-JCB,RM-1010,EA,1,17.32,13.50,0.00,0.00
INV-50137,1,2026-02-26,SO-10142,CT-1006,RL-JCB,FS-2001,BX,1,26.09,20.60,0.00,0.00
INV-50137,2,2026-02-26,SO-10142,CT-1006,RL-JCB,FS-2010,EA,2,1.69,1.33,0.00,0.00
INV-50137,3,2026-02-26,SO-10142,CT-1006,RL-JCB,PT-5002,EA,1,30.62,23.70,0.00,0.00
INV-50138,1,2026-02-26,SO-10143,CT-1005,RL-JCB,RF-4020,LF,1,2.34,1.69,0.00,0.00
INV-50138,2,2026-02-26,SO-10143,CT-1005,RL-JCB,DW-6001,EA,1,82.42,64.10,0.00,0.00
INV-50138,3,2026-02-26,SO-10143,CT-1005,RL-JCB,FS-2011,EA,1,45.84,34.90,0.00,0.00
INV-50139,1,2026-02-27,SO-10144,BL-3001,RL-BRI,FS-2001,BX,1,26.07,20.60,0.00,0.00
INV-50139,2,2026-02-27,SO-10144,BL-3001,RL-BRI,RM-1020,EA,1,5.18,4.05,0.00,0.00
INV-50140,1,2026-03-01,SO-10145,CT-1002,RL-BRI,SX-7010,EA,1,13.96,10.65,0.00,0.00
INV-50141,1,2026-02-28,SO-10146,CT-1007,RL-KPT,SX-7001,SQ,1,87.37,68.05,0.00,0.00
INV-50141,2,2026-02-28,SO-10146,CT-1007,RL-KPT,RF-4010,RL,1,28.34,21.50,0.00,0.00
INV-50141,3,2026-02-28,SO-10146,CT-1007,RL-KPT,RM-1020,EA,1,5.15,4.05,0.00,0.00
INV-50141,4,2026-02-28,SO-10146,CT-1007,RL-KPT,CM-3020,EA,1,13.96,10.25,0.00,0.00
INV-50142,1,2026-03-08,SO-10147,CT-1006,RL-KPT,CM-3010,BG,1,11.97,9.30,0.00,0.00
INV-50142,2,2026-03-08,SO-10147,CT-1006,RL-KPT,TL-9001,EA,1,6.25,4.50,0.00,0.00
INV-50142,3,2026-03-08,SO-10147,CT-1006,RL-KPT,FS-2010,EA,2,1.71,1.33,0.00,0.00
INV-50142,4,2026-03-08,SO-10147,CT-1006,RL-KPT,RM-1010,EA,3,17.95,13.50,0.00,0.00
INV-50142,5,2026-03-08,SO-10147,CT-1006,RL-KPT,PT-5011,BG,1,18.12,13.25,0.00,0.00
INV-50143,1,2026-03-02,SO-10148,CT-1003,RL-BRI,FS-2002,BX,1,32.71,23.60,0.00,0.00
INV-50143,2,2026-03-02,SO-10148,CT-1003,RL-BRI,TL-9002,EA,1,8.04,6.40,0.00,0.00
INV-50143,3,2026-03-02,SO-10148,CT-1003,RL-BRI,RM-1010,EA,1,17.86,13.50,0.00,0.00
INV-50144,1,2026-03-04,SO-10149,CT-1001,RL-BRI,FS-2002,BX,2,32.29,23.60,0.00,0.00
INV-50144,2,2026-03-04,SO-10149,CT-1001,RL-BRI,RM-1011,EA,2,23.40,17.95,0.00,0.00
INV-50144,3,2026-03-04,SO-10149,CT-1001,RL-BRI,RM-1021,EA,1,38.81,28.10,0.00,0.00
INV-50145,1,2026-03-03,SO-10150,RT-2002,RL-KPT,FS-2011,EA,1,48.50,34.90,0.00,4.73
INV-50145,2,2026-03-03,SO-10150,RT-2002,RL-KPT,RF-4010,RL,1,29.90,21.50,0.00,2.92
INV-50145,3,2026-03-03,SO-10150,RT-2002,RL-KPT,DW-6001,EA,1,89.00,64.10,0.00,8.68
INV-50145,4,2026-03-03,SO-10150,RT-2002,RL-KPT,RM-1003,EA,1,11.40,8.25,0.00,1.11
INV-50145,5,2026-03-03,SO-10150,RT-2002,RL-KPT,CM-3010,BG,1,12.90,9.30,0.00,1.26
INV-50146,1,2026-03-01,SO-10151,RT-2002,RL-KPT,PT-5001,EA,1,44.75,32.20,0.00,4.36
INV-50146,2,2026-03-01,SO-10151,RT-2002,RL-KPT,CM-3020,EA,1,14.25,10.25,0.00,1.39
INV-50146,3,2026-03-01,SO-10151,RT-2002,RL-KPT,RM-1021,EA,1,38.90,28.10,0.00,3.79
INV-50147,1,2026-03-04,SO-10152,RT-2001,RL-JCB,CM-3010,BG,1,12.90,9.30,0.00,1.26
INV-50147,2,2026-03-04,SO-10152,RT-2001,RL-JCB,RM-1003,EA,1,11.40,8.25,0.00,1.11
INV-50147,3,2026-03-04,SO-10152,RT-2001,RL-JCB,RM-1021,EA,1,38.90,28.10,0.00,3.79
INV-50147,4,2026-03-04,SO-10152,RT-2001,RL-JCB,PT-5011,BG,1,18.40,13.25,0.00,1.79
INV-50148,1,2026-03-02,SO-10153,RT-2001,RL-BRI,DW-6010,EA,1,312.00,224.60,0.00,30.42
INV-50148,2,2026-03-02,SO-10153,RT-2001,RL-BRI,CM-3002,BG,3,5.40,3.90,0.00,1.58
INV-50148,3,2026-03-02,SO-10153,RT-2001,RL-BRI,RF-4001,BNDL,3,38.75,27.90,0.00,11.33
INV-50148,4,2026-03-02,SO-10153,RT-2001,RL-BRI,RM-1021,EA,1,38.90,28.10,0.00,3.79
INV-50149,1,2026-03-04,SO-10154,RT-2001,RL-BRI,RM-1002,EA,3,6.85,4.95,0.00,2.00
INV-50149,2,2026-03-04,SO-10154,RT-2001,RL-BRI,RM-1020,EA,1,5.60,4.05,0.00,0.55
INV-50149,3,2026-03-04,SO-10154,RT-2001,RL-BRI,DW-6001,EA,1,89.00,64.10,0.00,8.68
INV-50149,4,2026-03-04,SO-10154,RT-2001,RL-BRI,RF-4001,BNDL,1,38.75,27.90,0.00,3.78
INV-50150,1,2026-03-06,SO-10156,BL-3001,RL-BRI,CM-3020,EA,1,13.28,10.25,0.00,0.00
INV-50150,2,2026-03-06,SO-10156,BL-3001,RL-BRI,RM-1003,EA,2,10.53,8.25,0.00,0.00
INV-50150,3,2026-03-06,SO-10156,BL-3001,RL-BRI,FS-2002,BX,1,28.62,23.60,0.00,0.00
INV-50150,4,2026-03-06,SO-10156,BL-3001,RL-BRI,FS-2010,EA,8,1.61,1.33,0.00,0.00
INV-50151,1,2026-03-11,SO-10157,CT-1002,RL-JCB,DW-6001,EA,1,84.73,64.10,0.00,0.00
INV-50151,2,2026-03-11,SO-10157,CT-1002,RL-JCB,RM-1001,EA,6,3.79,2.86,0.00,0.00
INV-50152,1,2026-03-04,SO-10158,CT-1007,RL-BRI,RM-1021,EA,1,38.43,28.10,0.00,0.00
INV-50152,2,2026-03-04,SO-10158,CT-1007,RL-BRI,DW-6002,EA,1,276.63,208.10,0.00,0.00
INV-50152,3,2026-03-04,SO-10158,CT-1007,RL-BRI,TL-9001,EA,1,5.71,4.50,0.00,0.00
INV-50152,4,2026-03-04,SO-10158,CT-1007,RL-BRI,DW-6001,EA,1,83.05,64.10,0.00,0.00
INV-50152,5,2026-03-04,SO-10158,CT-1007,RL-BRI,CM-3020,EA,1,13.21,10.25,0.00,0.00
INV-50153,1,2026-03-04,SO-10159,CT-1006,RL-BRI,CM-3010,BG,1,12.18,9.30,0.00,0.00
INV-50153,2,2026-03-04,SO-10159,CT-1006,RL-BRI,RF-4020,LF,3,2.27,1.69,0.00,0.00
